location,size,total_sqft,bath,price,bhk,price_sqft
Malleshwaram,3 BHK,2475,4,320,3,12929.29293
Malleshwaram,2 BHK,900,2,95,2,10555.55556
Malleshwaram,2 BHK,1420,2,158,2,11126.76056
Malleshwaram,3 BHK,2000,3,250,3,12500
Malleshwaram,3 BHK,2215,3,275,3,12415.34989
Malleshwaram,3 BHK,2475,4,300,3,12121.21212
Malleshwaram,3 BHK,2345,2,293,3,12494.66951
Malleshwaram,3 BHK,2215,4,310,3,13995.48533
Malleshwaram,1 BHK,480,1,60,1,12500
Malleshwaram,2 BHK,1290,2,120,2,9302.325581
Malleshwaram,3 BHK,2475,4,326,3,13171.71717
Malleshwaram,3 BHK,2476,3,337,3,13610.66236
Malleshwaram,2 BHK,900,2,90,2,10000
Malleshwaram,3 BHK,2050,4,270,3,13170.73171
Malleshwaram,2 BHK,900,2,72,2,8000
Malleshwaram,1 BHK,620,1,86.8,1,14000
Malleshwaram,2 Bedroom,600,1,68,2,11333.33333
Malleshwaram,3 BHK,2475,4,337,3,13616.16162
Malleshwaram,3 BHK,2215,3,275,3,12415.34989
Malleshwaram,3 BHK,2215,3,330,3,14898.41986
Malleshwaram,2 BHK,1020,2,80,2,7843.137255
Malleshwaram,2 Bedroom,600,1,90,2,15000
Malleshwaram,3 BHK,2200,3,275,3,12500
Malleshwaram,3 BHK,2475,4,326,3,13171.71717
Malleshwaram,2 BHK,1500,2,140,2,9333.333333
Malleshwaram,3 BHK,2475,4,340,3,13737.37374
Malleshwaram,2 BHK,1400,2,190,2,13571.42857
Malleshwaram,3 BHK,2475,4,300,3,12121.21212
Malleshwaram,3 BHK,2400,3,380,3,15833.33333
Malleshwaram,1 BHK,580,1,45,1,7758.62069
Malleshwaram,2 BHK,1410,2,125,2,8865.248227
Marathahalli,2 BHK,1220,2,57,2,4672.131148
Marathahalli,2 BHK,1200,2,52,2,4333.333333
Marathahalli,2 BHK,1200,2,60,2,5000
Marathahalli,3 BHK,1933,3,140,3,7242.628039
Marathahalli,2 BHK,950,2,46.96,2,4943.157895
Marathahalli,2 BHK,1230,2,80,2,6504.065041
Marathahalli,4 BHK,3800,4,250,4,6578.947368
Marathahalli,2 BHK,1019,2,49.85,2,4892.05103
Marathahalli,2 BHK,1215,2,67,2,5514.403292
Marathahalli,4 BHK,2181,3,152,4,6969.280147
Marathahalli,2 BHK,1170,2,53,2,4529.91453
Marathahalli,2 BHK,1019,2,49.86,2,4893.032385
Marathahalli,2 BHK,1325,2,71.55,2,5400
Marathahalli,2 BHK,1220,2,56.5,2,4631.147541
Marathahalli,2 BHK,1152,2,56,2,4861.111111
Marathahalli,3 BHK,1610,3,90,3,5590.062112
Marathahalli,2 BHK,1146,2,70,2,6108.202443
Marathahalli,3 BHK,1469,3,89,3,6058.543227
Marathahalli,4 BHK,2519,5,185,4,7344.1842
Marathahalli,2 BHK,957,2,46.9,2,4900.731452
Marathahalli,3 BHK,1583,3,105,3,6632.975363
Marathahalli,4 BHK,2524,5,190,4,7527.733756
Marathahalli,2 BHK,1071,2,52.25,2,4878.618114
Marathahalli,2 BHK,1215,2,58.86,2,4844.444444
Marathahalli,2 BHK,1102,2,53.67,2,4870.235935
Marathahalli,3 BHK,1900,3,123,3,6473.684211
Marathahalli,2 BHK,1045,2,60,2,5741.626794
Marathahalli,2 BHK,1215,2,58.86,2,4844.444444
Marathahalli,2 BHK,1365,2,73,2,5347.985348
Marathahalli,2 BHK,1208,2,70,2,5794.701987
Marathahalli,2 BHK,1325,1,92,2,6943.396226
Marathahalli,3 BHK,1525,3,90,3,5901.639344
Marathahalli,3 BHK,1937,3,140,3,7227.671657
Marathahalli,3 BHK,1550,3,83,3,5354.83871
Marathahalli,2 BHK,1350,2,86,2,6370.37037
Marathahalli,2 BHK,957,2,47,2,4911.180773
Marathahalli,2 BHK,1230,2,57,2,4634.146341
Marathahalli,2 BHK,1200,2,58,2,4833.333333
Marathahalli,1 BHK,607,1,35,1,5766.062603
Marathahalli,3 BHK,1583,3,109,3,6885.660139
Marathahalli,2 BHK,1075,2,52.43,2,4877.209302
Marathahalli,2 BHK,1360,2,103,2,7573.529412
Marathahalli,2 BHK,1220,2,58.5,2,4795.081967
Marathahalli,2 BHK,950,2,45.68,2,4808.421053
Marathahalli,1 BHK,615,1,44,1,7154.471545
Marathahalli,3 BHK,1595,3,90,3,5642.633229
Marathahalli,2 BHK,1350,2,89,2,6592.592593
Marathahalli,2 BHK,1020,2,57,2,5588.235294
Marathahalli,2 BHK,1600,3,88,2,5500
Marathahalli,1 BHK,780,1,55,1,7051.282051
Marathahalli,3 BHK,1710,3,100,3,5847.953216
Marathahalli,2 BHK,1358,2,81,2,5964.653903
Marathahalli,2 BHK,1205,2,75,2,6224.06639
Marathahalli,3 BHK,1730,3,110,3,6358.381503
Marathahalli,3 BHK,1583,3,115,3,7264.687303
Marathahalli,2 BHK,1200,2,67,2,5583.333333
Marathahalli,2 BHK,1095,2,60,2,5479.452055
Marathahalli,2 BHK,1060,2,48,2,4528.301887
Marathahalli,2 BHK,1050,2,65,2,6190.47619
Marathahalli,2 BHK,1102,2,53.67,2,4870.235935
Marathahalli,2 BHK,1026,2,49.95,2,4868.421053
Marathahalli,2 BHK,1220,2,59,2,4836.065574
Marathahalli,2 BHK,881,2,48.06,2,5455.164586
Marathahalli,3 BHK,1710,3,100,3,5847.953216
Marathahalli,3 BHK,1680,3,105,3,6250
Marathahalli,3 BHK,1910,3,119,3,6230.366492
Marathahalli,2 BHK,1602,2,104,2,6491.885144
Marathahalli,1 BHK,700,1,38,1,5428.571429
Marathahalli,3 BHK,1469,3,89,3,6058.543227
Marathahalli,3 BHK,1690,3,116,3,6863.905325
Marathahalli,2 BHK,1065,2,55,2,5164.319249
Marathahalli,3 BHK,1693,3,125,3,7383.343178
Marathahalli,3 BHK,1693,3,125,3,7383.343178
Marathahalli,2 BHK,1196,2,57.9,2,4841.137124
Marathahalli,3 BHK,1595,3,88,3,5517.241379
Marathahalli,3 BHK,2122,3,125,3,5890.66918
Marathahalli,3 BHK,1730,3,115,3,6647.398844
Marathahalli,2 BHK,1125,2,55,2,4888.888889
Marathahalli,3 BHK,1950,3,115,3,5897.435897
Marathahalli,2 BHK,1250,2,68,2,5440
Marathahalli,2 BHK,1125,2,56.8,2,5048.888889
Marathahalli,2 BHK,1350,2,90,2,6666.666667
Marathahalli,2 BHK,1200,2,53,2,4416.666667
Marathahalli,4 BHK,2500,5,175,4,7000
Marathahalli,2 BHK,957,2,47,2,4911.180773
Marathahalli,2 BHK,1350,2,60,2,4444.444444
Marathahalli,4 BHK,3400,4,235,4,6911.764706
Marathahalli,2 BHK,1350,2,99,2,7333.333333
Marathahalli,2 BHK,1285,2,55,2,4280.155642
Marathahalli,4 BHK,2500,5,181,4,7240
Marathahalli,4 BHK,3800,4,235,4,6184.210526
Marathahalli,4 BHK,3951,4,230,4,5821.31106
Marathahalli,2 BHK,1125,2,54.8,2,4871.111111
Marathahalli,3 BHK,1700,3,126,3,7411.764706
Marathahalli,2 BHK,1270,2,73,2,5748.031496
Marathahalli,2 BHK,950,2,46.7,2,4915.789474
Marathahalli,3 BHK,1550,3,85,3,5483.870968
Marathahalli,2 BHK,1019,2,49.86,2,4893.032385
Marathahalli,2 BHK,1144,2,65,2,5681.818182
Marathahalli,2 BHK,1240,2,55,2,4435.483871
Marathahalli,1 BHK,1100,2,75,1,6818.181818
Marathahalli,2 BHK,1156,2,52,2,4498.269896
Marathahalli,4 BHK,2524,5,180,4,7131.537242
Marathahalli,2 BHK,1135,2,60,2,5286.343612
Marathahalli,3 BHK,1839,3,130,3,7069.059271
Marathahalli,2 BHK,1170,2,85,2,7264.957265
Marathahalli,2 BHK,1102,2,53.67,2,4870.235935
Marathahalli,3 BHK,1108,2,60,3,5415.162455
Marathahalli,3 BHK,1449,3,110,3,7591.442374
Marathahalli,2 BHK,1360,2,101,2,7426.470588
Marathahalli,2 BHK,1026,2,50.18,2,4890.838207
Marathahalli,2 BHK,1270,2,80,2,6299.212598
Marathahalli,2 BHK,1100,2,50,2,4545.454545
Marathahalli,2 BHK,1196,2,57.95,2,4845.317726
Marathahalli,3 BHK,1485,2,90,3,6060.606061
Marathahalli,2 BHK,1146,2,69,2,6020.942408
Margondanahalli,2 Bedroom,1090,2,58,2,5321.100917
Margondanahalli,2 Bedroom,1200,2,58.5,2,4875
Margondanahalli,2 Bedroom,1200,2,67,2,5583.333333
Margondanahalli,2 Bedroom,1000,2,57,2,5700
Margondanahalli,2 Bedroom,600,2,35,2,5833.333333
Margondanahalli,2 Bedroom,1200,2,69,2,5750
Margondanahalli,2 Bedroom,900,2,49,2,5444.444444
Margondanahalli,2 Bedroom,1140,2,60,2,5263.157895
Margondanahalli,2 Bedroom,1100,2,55,2,5000
Margondanahalli,2 Bedroom,1152,1,66,2,5729.166667
Margondanahalli,2 Bedroom,1200,2,65,2,5416.666667
Margondanahalli,2 Bedroom,1050,2,58,2,5523.809524
Margondanahalli,2 Bedroom,1160,2,65,2,5603.448276
Margondanahalli,2 BHK,1334,2,67.76,2,5079.46027
Marsur,4 Bedroom,1800,4,145,4,8055.555556
Marsur,3 Bedroom,1200,3,90,3,7500
Marsur,3 Bedroom,1200,3,120,3,10000
Mico Layout,9 BHK,5000,9,210,9,4200
Mico Layout,3 BHK,1550,2,65,3,4193.548387
Mico Layout,2 BHK,1125,2,40,2,3555.555556
Mico Layout,2 BHK,1190,2,39.25,2,3298.319328
Mico Layout,1 BHK,800,1,29.5,1,3687.5
Mico Layout,3 BHK,1250,2,44,3,3520
Mico Layout,2 BHK,1171,2,39,2,3330.486763
Mico Layout,2 BHK,1200,2,53.5,2,4458.333333
Mico Layout,3 BHK,1670,3,59,3,3532.934132
Mico Layout,2 BHK,1140,2,43,2,3771.929825
Munnekollal,2 BHK,1170,2,52,2,4444.444444
Munnekollal,2 BHK,1102,2,53.67,2,4870.235935
Munnekollal,3 BHK,1390,3,68,3,4892.086331
Munnekollal,2 BHK,1200,2,49.5,2,4125
Munnekollal,2 BHK,950,2,46.5,2,4894.736842
Munnekollal,3 BHK,1560,3,75,3,4807.692308
Munnekollal,3 BHK,1750,3,86.5,3,4942.857143
Munnekollal,3 BHK,1385,2,66.5,3,4801.444043
Munnekollal,2 BHK,1080,2,45,2,4166.666667
Munnekollal,2 BHK,1170,2,59,2,5042.735043
Munnekollal,3 BHK,1200,2,57.9,3,4825
Munnekollal,2 BHK,1030,2,50.36,2,4889.320388
Murugeshpalya,2 BHK,1296,2,81,2,6250
Murugeshpalya,3 BHK,1550,3,74,3,4774.193548
Murugeshpalya,3 BHK,1845,3,91,3,4932.249322
Murugeshpalya,2 BHK,1185,2,85,2,7172.995781
Murugeshpalya,2 BHK,1225,2,48,2,3918.367347
Murugeshpalya,3 BHK,1930,3,75,3,3886.010363
Murugeshpalya,3 BHK,1600,2,65,3,4062.5
Murugeshpalya,3 BHK,1344,2,56,3,4166.666667
Murugeshpalya,3 BHK,1500,2,70,3,4666.666667
Murugeshpalya,3 BHK,1855,3,96,3,5175.202156
Murugeshpalya,2 BHK,1175,2,75,2,6382.978723
Mysore Road,2 BHK,1175,2,73.5,2,6255.319149
Mysore Road,3 BHK,1710,4,91.31,3,5339.766082
Mysore Road,2 BHK,1020,2,48.95,2,4799.019608
Mysore Road,2 BHK,1175,2,73.5,2,6255.319149
Mysore Road,2 BHK,1070,2,45,2,4205.607477
Mysore Road,2 BHK,1239,2,53,2,4277.643261
Mysore Road,2 BHK,1060,2,62,2,5849.056604
Mysore Road,2 BHK,980,2,45.47,2,4639.795918
Mysore Road,2 BHK,883,2,40,2,4530.011325
Mysore Road,3 BHK,1525,3,96,3,6295.081967
Mysore Road,2 BHK,1200,2,65,2,5416.666667
Mysore Road,2 BHK,883,2,40.95,2,4637.599094
Mysore Road,2 BHK,1070,2,49.65,2,4640.186916
Mysore Road,2 BHK,883,2,50,2,5662.514156
Mysore Road,2 BHK,1155,2,51,2,4415.584416
Mysore Road,2 BHK,1003,2,43,2,4287.138584
Mysore Road,2 BHK,1237,2,73,2,5901.374293
Mysore Road,2 BHK,883,2,45,2,5096.262741
Mysore Road,2 BHK,1170,2,65,2,5555.555556
Mysore Road,2 BHK,1029.5,2,50.855,2,4939.776591
Mysore Road,2 BHK,940,2,43.61,2,4639.361702
Mysore Road,2 BHK,1020,2,48.95,2,4799.019608
Mysore Road,3 BHK,1568,2,100,3,6377.55102
Mysore Road,3 BHK,1560,2,83.3,3,5339.74359
Mysore Road,2 BHK,1175,2,70.5,2,6000
Mysore Road,3 BHK,1080,2,60,3,5555.555556
Mysore Road,2 BHK,883,2,37,2,4190.260476
NGR Layout,2 BHK,1020,2,45.9,2,4500
NGR Layout,2 BHK,1105,2,49.73,2,4500.452489
NGR Layout,2 BHK,1022,2,45.9,2,4491.193738
NGR Layout,2 BHK,1020,2,45,2,4411.764706
NGR Layout,2 BHK,1019,2,45.9,2,4504.416094
NGR Layout,2 BHK,1020,2,46,2,4509.803922
NGR Layout,2 BHK,1021,2,46,2,4505.386876
NGR Layout,2 BHK,1021,2,45.9,2,4495.592556
NRI Layout,3 BHK,1565,2,75,3,4792.332268
NRI Layout,5 BHK,2500,5,130,5,5200
NRI Layout,2 BHK,1125,2,45.56,2,4049.777778
NRI Layout,4 Bedroom,2150,4,115,4,5348.837209
NRI Layout,2 Bedroom,1250,2,75,2,6000
NRI Layout,3 BHK,1789,3,75,3,4192.286193
NRI Layout,3 BHK,1731,3,64.11,3,3703.639515
NRI Layout,2 Bedroom,2400,2,125,2,5208.333333
Nagarbhavi,3 Bedroom,1350,3,150,3,11111.11111
Nagarbhavi,2 Bedroom,1200,2,150,2,12500
Nagarbhavi,3 Bedroom,2400,3,160,3,6666.666667
Nagarbhavi,1 BHK,884,2,36,1,4072.39819
Nagarbhavi,2 BHK,1055,2,55,2,5213.270142
Nagarbhavi,2 BHK,1223,2,60,2,4905.968929
Nagarbhavi,2 BHK,956,2,49,2,5125.523013
Nagarbhavi,2 Bedroom,1200,2,150,2,12500
Nagarbhavi,2 BHK,1145,2,40,2,3493.449782
Nagarbhavi,1 BHK,300,1,20,1,6666.666667
Nagarbhavi,4 Bedroom,1250,3,175,4,14000
Nagarbhavi,1 BHK,710,2,40,1,5633.802817
Nagarbhavi,2 BHK,1212,2,50,2,4125.412541
Nagarbhavi,2 BHK,1020,2,55,2,5392.156863
Nagarbhavi,2 BHK,1120,2,53,2,4732.142857
Nagarbhavi,2 BHK,1146,2,50,2,4363.001745
Nagarbhavi,2 BHK,1190,2,63,2,5294.117647
Nagarbhavi,2 BHK,1050,2,80,2,7619.047619
Nagarbhavi,5 Bedroom,2500,3,180,5,7200
Nagarbhavi,2 Bedroom,1250,3,170,2,13600
Nagarbhavi,3 BHK,1400,2,135,3,9642.857143
Nagarbhavi,2 BHK,1100,2,46.2,2,4200
Nagarbhavi,2 BHK,1080,2,49,2,4537.037037
Nagarbhavi,4 Bedroom,1800,3,180,4,10000
Nagarbhavi,2 BHK,1225,2,58,2,4734.693878
Nagasandra,2 BHK,980,2,48,2,4897.959184
Nagasandra,4 BHK,2400,4,145,4,6041.666667
Nagasandra,4 Bedroom,7000,8,450,4,6428.571429
Nagasandra,3 BHK,1650,3,95,3,5757.575758
Nagasandra,2 Bedroom,1500,2,91,2,6066.666667
Nagavara,1 Bedroom,400,1,14,1,3500
Nagavara,4 BHK,2172.65,3,120,4,5523.208984
Nagavara,3 BHK,2319,3,180,3,7761.966365
Nagavara,3 BHK,2430,4,180,3,7407.407407
Nagavara,2 BHK,936,2,40.2,2,4294.871795
Nagavara,2 BHK,1125,2,44.5,2,3955.555556
Nagavara,2 BHK,1315,2,70,2,5323.193916
Nagavara,2 BHK,1077,2,50,2,4642.525534
Nagavara,4 BHK,2496,4,125,4,5008.012821
Nagavara,2 BHK,1110,2,44.95,2,4049.54955
Nagavara,2 BHK,1247,2,58.56,2,4696.070569
Nagavarapalya,2 BHK,1392,2,99,2,7112.068966
Nagavarapalya,1 BHK,705,1,52.5,1,7446.808511
Nagavarapalya,3 BHK,1300,3,80,3,6153.846154
Nagavarapalya,1 BHK,705,1,57,1,8085.106383
Nagavarapalya,1 BHK,705,1,55,1,7801.41844
Nagavarapalya,1 BHK,705,1,57,1,8085.106383
Nagavarapalya,2 BHK,1335,2,110,2,8239.700375
Nagavarapalya,2 BHK,1260,2,85.5,2,6785.714286
Narayanapura,2 BHK,1308,2,89.04,2,6807.33945
Narayanapura,3 BHK,1566,3,83.3,3,5319.284802
Narayanapura,3 BHK,1485,3,85,3,5723.905724
Narayanapura,2 BHK,1302,2,69.1,2,5307.219662
Narayanapura,2 BHK,1308,2,89.04,2,6807.33945
Narayanapura,3 BHK,2357,3,135,3,5727.619856
Narayanapura,3 BHK,2357,3,135,3,5727.619856
Narayanapura,2 BHK,1469,2,99.14,2,6748.808713
Neeladri Nagar,2 BHK,1053,2,45,2,4273.504274
Neeladri Nagar,2 BHK,1363,2,68,2,4988.994864
Neeladri Nagar,3 BHK,2556,3,133,3,5203.442879
Neeladri Nagar,1 BHK,674,1,21,1,3115.727003
Neeladri Nagar,1 BHK,527,1,26,1,4933.586338
Neeladri Nagar,3 BHK,1167,2,38,3,3256.212511
Neeladri Nagar,2 BHK,1060,2,35,2,3301.886792
Neeladri Nagar,1 BHK,640,1,20.5,1,3203.125
Neeladri Nagar,10 BHK,4000,12,160,10,4000
Neeladri Nagar,2 BHK,1105,2,30,2,2714.932127
Neeladri Nagar,2 BHK,1100,2,30,2,2727.272727
Neeladri Nagar,3 BHK,2111,3,103,3,4879.204169
Nehru Nagar,3 BHK,1775,3,110,3,6197.183099
Nehru Nagar,4 BHK,2363,5,120,4,5078.290309
Nehru Nagar,4 BHK,2342,3,115,4,4910.333049
Nehru Nagar,2 BHK,967,2,41.1,2,4250.258532
Nehru Nagar,3 BHK,1374,3,72,3,5240.174672
Nehru Nagar,3 BHK,1674,3,90,3,5376.344086
Nehru Nagar,3 BHK,1269,2,63,3,4964.539007
Nehru Nagar,2 BHK,1100,2,50,2,4545.454545
Nehru Nagar,3 BHK,1674,3,81,3,4838.709677
OMBR Layout,3 BHK,2420,3,185,3,7644.628099
OMBR Layout,2 BHK,1078,2,65,2,6029.684601
OMBR Layout,2 BHK,1101,2,65.5,2,5949.137148
OMBR Layout,2 BHK,1041,2,65.5,2,6292.026897
OMBR Layout,2 BHK,1300,2,80,2,6153.846154
OMBR Layout,2 BHK,1085,2,64,2,5898.617512
OMBR Layout,3 BHK,1855,3,145,3,7816.71159
OMBR Layout,2 BHK,1050,2,48,2,4571.428571
OMBR Layout,2 BHK,1165,2,88.5,2,7596.566524
OMBR Layout,2 BHK,1101,2,66,2,5994.550409
OMBR Layout,4 BHK,3400,4,275,4,8088.235294
Old Airport Road,4 BHK,2732,4,204,4,7467.057101
Old Airport Road,4 BHK,3356,4,251,4,7479.141836
Old Airport Road,2 BHK,1206,2,75,2,6218.905473
Old Airport Road,4 BHK,2774,4,207,4,7462.148522
Old Airport Road,4 BHK,2690,4,191,4,7100.371747
Old Airport Road,4 BHK,2690,4,199,4,7397.769517
Old Airport Road,2 BHK,1655,2,97.65,2,5900.302115
Old Airport Road,2 BHK,1075,2,60,2,5581.395349
Old Airport Road,3 BHK,1858,2,167,3,8988.159311
Old Airport Road,2 BHK,1150,2,90,2,7826.086957
Old Airport Road,4 BHK,2690,4,191,4,7100.371747
Old Airport Road,4 BHK,2658,5,187,4,7035.364936
Old Airport Road,2 BHK,946,2,58,2,6131.078224
Old Airport Road,4 BHK,2774,4,208,4,7498.197549
Old Airport Road,4 BHK,2774,4,208,4,7498.197549
Old Airport Road,4 BHK,3200,4,280,4,8750
Old Airport Road,4 BHK,2690,4,201,4,7472.118959
Old Airport Road,2 BHK,1145,2,75,2,6550.218341
Old Airport Road,4 BHK,2732,4,194,4,7101.02489
Old Airport Road,4 BHK,2658,5,189,4,7110.609481
Old Airport Road,4 BHK,2774,4,197,4,7101.658255
Old Airport Road,4 BHK,3496,4,262,4,7494.279176
Old Airport Road,4 BHK,2774,4,197,4,7101.658255
Old Airport Road,4 BHK,2732,4,204,4,7467.057101
Old Airport Road,3 BHK,1798,3,150,3,8342.602892
Old Airport Road,4 BHK,2774,4,208,4,7498.197549
Old Airport Road,2 BHK,1184,2,78,2,6587.837838
Old Airport Road,4 BHK,3504,4,262,4,7477.16895
Old Airport Road,2 BHK,1055,2,75,2,7109.004739
Old Madras Road,3 BHK,1425,2,94,3,6596.491228
Old Madras Road,4 BHK,3715,6,224.5,4,6043.068641
Old Madras Road,2 BHK,935,2,45,2,4812.834225
Old Madras Road,3 BHK,1720,3,100,3,5813.953488
Old Madras Road,2 BHK,1200,2,72,2,6000
Old Madras Road,2 BHK,1225,2,53.55,2,4371.428571
Old Madras Road,2 BHK,1100,2,70,2,6363.636364
Old Madras Road,3 BHK,2760,5,157,3,5688.405797
Old Madras Road,2 BHK,1171,2,75,2,6404.782237
Old Madras Road,2 BHK,935,2,45,2,4812.834225
Old Madras Road,5 BHK,4500,7,294,5,6533.333333
Old Madras Road,2 BHK,1065,2,47.86,2,4493.896714
Old Madras Road,4 BHK,2010,3,125,4,6218.905473
Old Madras Road,3 BHK,1480,2,84,3,5675.675676
Old Madras Road,3 BHK,2990,5,210,3,7023.411371
Old Madras Road,2 BHK,1210,2,74,2,6115.702479
Old Madras Road,2 BHK,1171,2,72,2,6148.590948
Old Madras Road,3 BHK,1480,3,95,3,6418.918919
Old Madras Road,2 BHK,1210,2,80,2,6611.570248
Old Madras Road,3 BHK,1859,3,121,3,6508.87574
Old Madras Road,3 BHK,2990,5,173,3,5785.953177
Old Madras Road,3 Bedroom,2300,3,142,3,6173.913043
Old Madras Road,2 BHK,1210,2,80,2,6611.570248
Old Madras Road,2 BHK,1210,2,77,2,6363.636364
Old Madras Road,5 BHK,5020,7,287,5,5717.131474
Old Madras Road,2 BHK,1330,2,74,2,5563.909774
Old Madras Road,3 BHK,1720,3,106,3,6162.790698
Old Madras Road,3 BHK,2640,5,150,3,5681.818182
Old Madras Road,3 BHK,2990,3,170,3,5685.618729
Old Madras Road,2 BHK,1171,2,73,2,6233.988044
Old Madras Road,3 BHK,1630,3,110,3,6748.466258
Old Madras Road,2 BHK,1165,2,52,2,4463.519313
Old Madras Road,2 BHK,2640,2,170,2,6439.393939
Old Madras Road,2 BHK,1165,2,51.42,2,4413.733906
Padmanabhanagar,2 BHK,1020,2,63,2,6176.470588
Padmanabhanagar,2 BHK,1176,2,62,2,5272.108844
Padmanabhanagar,2 BHK,1258,2,115,2,9141.494436
Padmanabhanagar,2 BHK,1100,2,65,2,5909.090909
Padmanabhanagar,4 Bedroom,3400,3,210,4,6176.470588
Padmanabhanagar,3 Bedroom,4500,4,360,3,8000
Padmanabhanagar,2 BHK,1200,2,60,2,5000
Padmanabhanagar,2 BHK,1000,1,90,2,9000
Padmanabhanagar,2 BHK,1067,2,52,2,4873.477038
Padmanabhanagar,2 BHK,1100,2,60,2,5454.545455
Padmanabhanagar,3 BHK,2051,3,180,3,8776.206728
Padmanabhanagar,3 BHK,2051,3,170,3,8288.639688
Pai Layout,2 BHK,1006,2,35,2,3479.125249
Pai Layout,3 BHK,1550,2,90,3,5806.451613
Pai Layout,2 BHK,1050,2,40,2,3809.52381
Pai Layout,3 BHK,1400,2,67,3,4785.714286
Pai Layout,2 BHK,1100,2,50,2,4545.454545
Pai Layout,2 BHK,1255,2,80,2,6374.501992
Pai Layout,2 BHK,1075,2,35,2,3255.813953
Pai Layout,2 BHK,1400,2,57.5,2,4107.142857
Pai Layout,2 BHK,1175,2,60,2,5106.382979
Pai Layout,2 BHK,810,2,34.5,2,4259.259259
Pai Layout,2 BHK,1000,2,34,2,3400
Pai Layout,2 BHK,1000,2,42,2,4200
Pai Layout,6 Bedroom,3800,6,175,6,4605.263158
Pai Layout,2 BHK,1068,2,48,2,4494.382022
Pai Layout,3 BHK,1510,2,65,3,4304.635762
Panathur,2 BHK,1359,2,87,2,6401.766004
Panathur,2 BHK,1438,2,100,2,6954.102921
Panathur,3 BHK,1688,3,118,3,6990.521327
Panathur,2 BHK,1198,2,77,2,6427.378965
Panathur,2 BHK,1180,2,70,2,5932.20339
Panathur,3 BHK,1546,3,99,3,6403.622251
Panathur,2 BHK,1000,2,65.3,2,6530
Panathur,2 BHK,1109,2,63,2,5680.793508
Panathur,2 BHK,1000,2,68,2,6800
Panathur,2 BHK,1255,2,79,2,6294.820717
Panathur,2 BHK,1205,2,62.9,2,5219.917012
Panathur,2 BHK,1198,2,82,2,6844.741235
Panathur,2 BHK,1235,2,65,2,5263.157895
Panathur,2 BHK,1210,2,80,2,6611.570248
Panathur,2 BHK,1210,2,77,2,6363.636364
Panathur,1 BHK,661,1,40,1,6051.437216
Panathur,2 BHK,1210,2,78,2,6446.280992
Panathur,2 BHK,1050,2,60,2,5714.285714
Panathur,2 BHK,1398,2,97,2,6938.483548
Panathur,2 BHK,1065,2,58,2,5446.00939
Panathur,2 BHK,1007,2,64,2,6355.51142
Panathur,2 BHK,1210,2,77.93,2,6440.495868
Panathur,2 BHK,1230,2,80,2,6504.065041
Panathur,2 BHK,980,2,57,2,5816.326531
Panathur,2 BHK,1075,2,60,2,5581.395349
Panathur,2 BHK,1210,2,69,2,5702.479339
Panathur,2 BHK,1343,2,76,2,5658.97245
Parappana Agrahara,2 BHK,1194,2,47,2,3936.348409
Parappana Agrahara,2 BHK,1194,2,47,2,3936.348409
Parappana Agrahara,2 BHK,1194,2,46,2,3852.596315
Parappana Agrahara,2 BHK,1194,2,47,2,3936.348409
Parappana Agrahara,2 BHK,1194,2,46,2,3852.596315
Parappana Agrahara,2 BHK,1194,2,47,2,3936.348409
Parappana Agrahara,2 BHK,1194,2,47,2,3936.348409
Parappana Agrahara,2 BHK,1092,2,43,2,3937.728938
Parappana Agrahara,2 BHK,1194,2,45,2,3768.844221
Parappana Agrahara,1 Bedroom,1200,1,45,1,3750
Parappana Agrahara,2 BHK,1194,2,46,2,3852.596315
Parappana Agrahara,2 BHK,1194,2,47,2,3936.348409
Parappana Agrahara,2 BHK,1194,2,47,2,3936.348409
Parappana Agrahara,2 BHK,1194,2,46,2,3852.596315
Parappana Agrahara,2 BHK,1194,2,46,2,3852.596315
Pattandur Agrahara,3 BHK,1550,2,80,3,5161.290323
Pattandur Agrahara,2 BHK,1025,2,44.5,2,4341.463415
Pattandur Agrahara,2 BHK,1247,2,59.8,2,4795.509222
Pattandur Agrahara,2 BHK,900,2,42,2,4666.666667
Pattandur Agrahara,2 BHK,1302,2,66,2,5069.124424
Pattandur Agrahara,3 BHK,1550,2,80,3,5161.290323
Pattandur Agrahara,2 BHK,1247,2,62.35,2,5000
Pattandur Agrahara,2 BHK,1350,2,68,2,5037.037037
Poorna Pragna Layout,2 BHK,920,2,39.55,2,4298.913043
Poorna Pragna Layout,2 BHK,1160,2,46.39,2,3999.137931
Poorna Pragna Layout,2 BHK,965,2,48,2,4974.093264
Poorna Pragna Layout,2 BHK,1160,2,46.39,2,3999.137931
Poorna Pragna Layout,2 BHK,1160,2,46.39,2,3999.137931
Poorna Pragna Layout,2 BHK,960,2,50,2,5208.333333
Prithvi Layout,4 Bedroom,2028,4,162,4,7988.16568
Prithvi Layout,2 BHK,1352,2,87.5,2,6471.893491
Prithvi Layout,2 BHK,1190,2,68,2,5714.285714
Prithvi Layout,2 BHK,1352,2,85,2,6286.982249
Prithvi Layout,2 BHK,1352,2,75,2,5547.337278
Prithvi Layout,3 Bedroom,2273,4,220,3,9678.838539
Prithvi Layout,2 BHK,1352,3,93,2,6878.698225
Prithvi Layout,3 Bedroom,2273,4,192,3,8446.986362
Prithvi Layout,2 BHK,1352,2,72,2,5325.443787
